الشركة,الصنف,الوصف,رمز المستودع,اسم المستودع,الرصيد,قيمة المخزون,كلفة الوحدة,سعر البيع,الربح,هامش الربح,Column1
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,IRBID,مستودع أربد,408,7.004,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,106,مستودع يوسف أحمد,276,65.09,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,1368,466.711,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,108,مستودع يزن حمدان,282,63.893,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,EXPWH,مستودع التوالف,19,4.141,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131004,شيخ الكار ذرة حلوة 130 غم 1*24,112,مستودع الموقر تجاري,14663,2596.106,0.177500233,0.3,0.122499767,0.408332556,16
SHK,1131005,شيخ الكار ذرة حلوة 300 غم 1*24,FGWH,مستودع البضاعة الجاهزة,22236,7960.488,0.357999985,0.594,0.236000015,0.397306422,16
SHK,1131005,شيخ الكار ذرة حلوة 300 غم 1*24,108,مستودع يزن حمدان,56,20.048,0.357999985,0.594,0.236000015,0.397306422,16
SHK,1131005,شيخ الكار ذرة حلوة 300 غم 1*24,112,مستودع الموقر تجاري,2135,764.33,0.357999985,0.594,0.236000015,0.397306422,16
SHK,1131005,شيخ الكار ذرة حلوة 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0,0.357999985,0.594,0.236000015,0.397306422,16
SHK,1131005,شيخ الكار ذرة حلوة 300 غم 1*24,EXPWH,مستودع التوالف,5,1.79,0.357999985,0.594,0.236000015,0.397306422,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,FGWH,مستودع البضاعة الجاهزة,31122,23563.346,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,IRBID,مستودع أربد,216,163.54,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,106,مستودع يوسف أحمد,66,49.97,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,MOHWH,مستودع محمد البستنجي - الكرك,486,367.964,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,108,مستودع يزن حمدان,48,36.341,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,EXPWH,مستودع التوالف,43,32.556,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131009,شيخ الكار شرائح الاناناس 565 غم *24,112,مستودع الموقر تجاري,862,652.648,0.757128307,1.25,0.492871693,0.394297354,16
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,FGWH,مستودع البضاعة الجاهزة,1603,451.421,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,IRBID,مستودع أربد,456,128.825,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,106,مستودع يوسف أحمد,27,7.628,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,EXPWH,مستودع التوالف,3,0.849,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,112,مستودع الموقر تجاري,2784,786.503,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1131008,شيخ الكار حمص حب 400 غم (73) 1*24,MOHWH,مستودع محمد البستنجي - الكرك,192,55.667,0.282506022,0.385,0.102493978,0.266218125,2
SHK,1031015,شيخ الكار نودلز 70 غم دجاج 1*5*8,102,مستودع عمار عنبة,0.001,-0.075,0.408498453,0.706,0.297501547,0.421390293,5
SHK,1031015,شيخ الكار نودلز 70 غم دجاج 1*5*8,MOHWH,مستودع محمد البستنجي - الكرك,80,28.423,0.408498453,0.706,0.297501547,0.421390293,5
SHK,1031015,شيخ الكار نودلز 70 غم دجاج 1*5*8,EXPWH,مستودع التوالف,6.8,2.907,0.408498453,0.706,0.297501547,0.421390293,5
SHK,1031015,شيخ الكار نودلز 70 غم دجاج 1*5*8,106,مستودع يوسف أحمد,24,10.535,0.408498453,0.706,0.297501547,0.421390293,5
SHK,1031015,شيخ الكار نودلز 70 غم دجاج 1*5*8,IRBID,مستودع أربد,24,13.276,0.408498453,0.706,0.297501547,0.421390293,5
SHK,1031013,شيخ الكار نودلز 70 غم كاري 1*5*8,FGWH,مستودع البضاعة الجاهزة,40,9.589,0.333350785,0.706,0.372649215,0.527831749,5
SHK,1031013,شيخ الكار نودلز 70 غم كاري 1*5*8,EXPWH,مستودع التوالف,20.4,9.561,0.333350785,0.706,0.372649215,0.527831749,5
SHK,1031013,شيخ الكار نودلز 70 غم كاري 1*5*8,112,مستودع الموقر تجاري,16,6.318,0.333350785,0.706,0.372649215,0.527831749,5
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,FGWH,مستودع البضاعة الجاهزة,105,64.338,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,106,مستودع يوسف أحمد,33,19.787,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,IRBID,مستودع أربد,311,186.512,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,MOHWH,مستودع محمد البستنجي - الكرك,318,192.546,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,112,مستودع الموقر تجاري,9553,5730.974,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,101,مستودع قصي ذيب,0.001,-3.027,0.599915559,1,0.400084441,0.400084441,16
SHK,1031003,الموسم مكعبات مرقة الدجاج 20 غم 1*24*24,EXPWH,مستودع التوالف,2,1.199,0.599915559,1,0.400084441,0.400084441,16
SHK,1031020,ميار معكرونة فوسيلي 300 غم 1*24,FGWH,مستودع البضاعة الجاهزة,4,-3.667,0.127505739,0.192,0.064494261,0.335907607,5
SHK,1031020,ميار معكرونة فوسيلي 300 غم 1*24,IRBID,مستودع أربد,552,70.031,0.127505739,0.192,0.064494261,0.335907607,5
SHK,1031020,ميار معكرونة فوسيلي 300 غم 1*24,106,مستودع يوسف أحمد,78,9.976,0.127505739,0.192,0.064494261,0.335907607,5
SHK,1031020,ميار معكرونة فوسيلي 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,840,111.6,0.127505739,0.192,0.064494261,0.335907607,5
SHK,1031020,ميار معكرونة فوسيلي 300 غم 1*24,EXPWH,مستودع التوالف,7,0.896,0.127505739,0.192,0.064494261,0.335907607,5
SHK,1031004,شيخ الكار شوربة 80 غم فريكة 1*12*6,FGWH,مستودع البضاعة الجاهزة,936,102.885,0.110024247,0.312,0.201975753,0.647358183,16
SHK,1031004,شيخ الكار شوربة 80 غم فريكة 1*12*6,112,مستودع الموقر تجاري,17,1.878,0.110024247,0.312,0.201975753,0.647358183,16
SHK,1031004,شيخ الكار شوربة 80 غم فريكة 1*12*6,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0.066,0.110024247,0.312,0.201975753,0.647358183,16
SHK,1031004,شيخ الكار شوربة 80 غم فريكة 1*12*6,EXPWH,مستودع التوالف,156,17.188,0.110024247,0.312,0.201975753,0.647358183,16
SHK,1121002,شيخ الكار كاتشب 4500 غم 1*4,FGWH,مستودع البضاعة الجاهزة,422,3326.635,6.880182245,3.312,-3.568182245,-1.077349712,16
SHK,1121002,شيخ الكار كاتشب 4500 غم 1*4,IRBID,مستودع أربد,36.001,249.832,6.880182245,3.312,-3.568182245,-1.077349712,16
SHK,1121002,شيخ الكار كاتشب 4500 غم 1*4,106,مستودع يوسف أحمد,13,86.185,6.880182245,3.312,-3.568182245,-1.077349712,16
SHK,1121002,شيخ الكار كاتشب 4500 غم 1*4,MOHWH,مستودع محمد البستنجي - الكرك,88.001,192.891,6.880182245,3.312,-3.568182245,-1.077349712,16
SHK,1121002,شيخ الكار كاتشب 4500 غم 1*4,EXPWH,مستودع التوالف,2,4.253,6.880182245,3.312,-3.568182245,-1.077349712,16
SHK,1091008,ميار محضر غذائي بالدسم النباتي 1700 غم *6,EXPWH,مستودع التوالف,69,212.416,2.326947956,3.4,1.073052044,0.315603542,16
SHK,1091008,ميار محضر غذائي بالدسم النباتي 1700 غم *6,FGWH,مستودع البضاعة الجاهزة,14156,32897.81,2.326947956,3.4,1.073052044,0.315603542,16
SHK,1091008,ميار محضر غذائي بالدسم النباتي 1700 غم *6,103,مستودع أحمد أبو حشيش,0.001,-9.389,2.326947956,3.4,1.073052044,0.315603542,16
SHK,1061005,ميار دبس تمر 700 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,24,13.8,0.575,0.792,0.217,0.273989899,16
SHK,1061005,ميار دبس تمر 700 غم 1*12,EXPWH,مستودع التوالف,537,308.775,0.575,0.792,0.217,0.273989899,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,FGWH,مستودع البضاعة الجاهزة,14831,14178.192,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,246,283.282,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,106,مستودع يوسف أحمد,20,20.351,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,IRBID,مستودع أربد,36,32.698,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,103,مستودع أحمد أبو حشيش,0.001,6.522,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1091003,ميار محضر غذائي بالدسم النباتي 700 غم 1*12,EXPWH,مستودع التوالف,18,19.6,0.959715137,1.45,0.490284863,0.338127492,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,MOHWH,مستودع محمد البستنجي - الكرك,264,161.396,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,EXPWH,مستودع التوالف,57.417,39.336,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,106,مستودع يوسف أحمد,44,28.573,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,IRBID,مستودع أربد,192,127.731,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,108,مستودع يزن حمدان,24,16.207,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031002,شيخ الكار مكعبات مرقة الدجاج 20 غم 1*24*24,112,مستودع الموقر تجاري,2777,1931.653,0.686304292,1.042,0.355695708,0.341358645,16
SHK,1031010,شيخ الكار معكرونة سباغتي 300 غم 1*24,EXPWH,مستودع التوالف,352,47.872,0.135999963,0,-0.135999963,#DIV/0!,#N/A
SHK,1031010,شيخ الكار معكرونة سباغتي 300 غم 1*24,FGWH,مستودع البضاعة الجاهزة,3283,446.488,0.135999963,0,-0.135999963,#DIV/0!,#N/A
SHK,1031010,شيخ الكار معكرونة سباغتي 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0,0.135999963,0,-0.135999963,#DIV/0!,#N/A
SHK,1031009,شيخ الكار معكرونة فوسلي 300 غم 1*24,EXPWH,مستودع التوالف,84,11.319,0.127477102,0,-0.127477102,#DIV/0!,#N/A
SHK,1031009,شيخ الكار معكرونة فوسلي 300 غم 1*24,112,مستودع الموقر تجاري,9019,1147.36,0.127477102,0,-0.127477102,#DIV/0!,#N/A
SHK,1031009,شيخ الكار معكرونة فوسلي 300 غم 1*24,MOHWH,مستودع محمد البستنجي - الكرك,480.001,62.96,0.127477102,0,-0.127477102,#DIV/0!,#N/A
SHK,1031009,شيخ الكار معكرونة فوسلي 300 غم 1*24,108,مستودع يزن حمدان,96,12.212,0.127477102,0,-0.127477102,#DIV/0!,#N/A
SHK,1091002,شيخ الكار حليب كامل الدسم (حيواني) 700 غم *12,EXPWH,مستودع التوالف,16,0,2.485096892,2.833,0.347903108,0.12280378,#N/A
SHK,1091002,شيخ الكار حليب كامل الدسم (حيواني) 700 غم *12,112,مستودع الموقر تجاري,2052,5142.802,2.485096892,2.833,0.347903108,0.12280378,#N/A
SHK,1091002,شيخ الكار حليب كامل الدسم (حيواني) 700 غم *12,IRBID,مستودع أربد,96,235.672,2.485096892,2.833,0.347903108,0.12280378,#N/A
SHK,1091002,شيخ الكار حليب كامل الدسم (حيواني) 700 غم *12,106,مستودع يوسف أحمد,24,58.918,2.485096892,2.833,0.347903108,0.12280378,#N/A
SHK,1151128,بيبي ماجيك شامبو شعر للأطفال 250ملم *1,FGWH,مستودع البضاعة الجاهزة,2248,1409.686,0.62708452,0,-0.62708452,#DIV/0!,#N/A
SHK,1151022,بردى كسترد 300 غم *1,FGWH,مستودع البضاعة الجاهزة,205,77.784,0.379434146,0,-0.379434146,#DIV/0!,#N/A
SHK,1151091,شيخ الكار سمن بلدي 1 كغم,FGWH,مستودع البضاعة الجاهزة,19,160.061,8.424263158,0,-8.424263158,#DIV/0!,#N/A
SHK,1111001,شيخ الكار جميد مستورد,FGWH,مستودع البضاعة الجاهزة,76.4,183.602,2.231196075,0,-2.231196075,#DIV/0!,#N/A
SHK,1111001,شيخ الكار جميد مستورد,EXPWH,مستودع التوالف,160.04,343.942,2.231196075,0,-2.231196075,#DIV/0!,#N/A
SHK,1061002,ميار تمر مطحون 700 غم 1*12,FGWH,مستودع البضاعة الجاهزة,880,133.76,0.152,0.596,0.444,0.744966443,2
SHK,1061002,ميار تمر مطحون 700 غم 1*12,EXPWH,مستودع التوالف,215,32.68,0.152,0.596,0.444,0.744966443,2
SHK,1061002,ميار تمر مطحون 700 غم 1*12,112,مستودع الموقر تجاري,900,136.8,0.152,0.596,0.444,0.744966443,2
SHK,1151049,قشطة خبز فرنسي زنجر بسمسم او سادة,FGWH,مستودع البضاعة الجاهزة,2547,960.275,0.377021987,0,-0.377021987,#DIV/0!,#N/A
SHK,1031018,ميار معكرونة صدف كبير 300 غم 1*24,EXPWH,مستودع التوالف,1,0.127,0.122997523,0.192,0.069002477,0.359387902,5
SHK,1031018,ميار معكرونة صدف كبير 300 غم 1*24,108,مستودع يزن حمدان,132,16.669,0.122997523,0.192,0.069002477,0.359387902,5
SHK,1031018,ميار معكرونة صدف كبير 300 غم 1*24,112,مستودع الموقر تجاري,14400,1770.727,0.122997523,0.192,0.069002477,0.359387902,5
SHK,1151048,قشطة خبز طابون,FGWH,مستودع البضاعة الجاهزة,11092,1071.76,0.095237151,0,-0.095237151,#DIV/0!,#N/A
SHK,1151048,قشطة خبز طابون,112,مستودع الموقر تجاري,1010,80.8,0.095237151,0,-0.095237151,#DIV/0!,#N/A
SHK,1151086,عراقي تمر مطحون 10 كغم 1*1,FGWH,مستودع البضاعة الجاهزة,2145,10514.704,4.901959907,6,1.098040093,0.183006682,2
SHK,1151007,بيروتي خضار مشكل 400 غم,FGWH,مستودع البضاعة الجاهزة,48,15.616,0.319924354,0,-0.319924354,#DIV/0!,#N/A
SHK,1151007,بيروتي خضار مشكل 400 غم,112,مستودع الموقر تجاري,2120,677.98,0.319924354,0,-0.319924354,#DIV/0!,#N/A
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,FGWH,مستودع البضاعة الجاهزة,13798,4501.61,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,106,مستودع يوسف أحمد,39,12.75,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,IRBID,مستودع أربد,96,31.385,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,EXPWH,مستودع التوالف,38,12.423,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,112,مستودع الموقر تجاري,8784,2871.58,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,102,مستودع عمار عنبة,0.001,0.085,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1131007,شيخ الكار حمص مطحون 400 غم (73) 1*24,MOHWH,مستودع محمد البستنجي - الكرك,120,48.149,0.326906303,0.458,0.131093697,0.28623078,2
SHK,1121003,ميار هريس طماطم 1050 غم 1*6,EXPWH,مستودع التوالف,16,11.2,0.700013636,1,0.299986364,0.299986364,2
SHK,1121003,ميار هريس طماطم 1050 غم 1*6,MOHWH,مستودع محمد البستنجي - الكرك,6,4.2,0.700013636,1,0.299986364,0.299986364,2
SHK,1121003,ميار هريس طماطم 1050 غم 1*6,FGWH,مستودع البضاعة الجاهزة,0.001,0.001,0.700013636,1,0.299986364,0.299986364,2
